alpha,step,alive,died,hazard
6.0,20,18,0,0.0
6.0,21,18,0,0.0
6.0,22,18,0,0.0
6.0,23,18,0,0.0
6.0,24,18,0,0.0
6.0,25,18,0,0.0
6.0,26,18,0,0.0
6.0,27,18,0,0.0
6.0,28,18,0,0.0
6.0,29,18,0,0.0
6.0,30,18,0,0.0
6.0,31,18,0,0.0
6.0,32,18,0,0.0
6.0,33,18,0,0.0
6.0,34,18,0,0.0
6.0,35,18,0,0.0
6.0,36,18,0,0.0
6.0,37,18,0,0.0
6.0,38,18,4,0.2222222222222222
6.0,39,14,2,0.14285714285714285
6.0,40,12,5,0.4166666666666667
6.0,41,7,1,0.14285714285714285
6.0,42,6,2,0.3333333333333333
6.0,43,4,1,0.25
6.0,44,3,3,1.0
