alpha,step,alive,died,hazard
1.5,39,24,0,0.0
1.5,40,24,0,0.0
1.5,41,24,0,0.0
1.5,42,24,0,0.0
1.5,43,24,0,0.0
1.5,44,24,0,0.0
1.5,45,24,0,0.0
1.5,46,24,0,0.0
1.5,47,24,0,0.0
1.5,48,24,0,0.0
1.5,49,24,0,0.0
1.5,50,24,0,0.0
1.5,51,24,0,0.0
1.5,52,24,0,0.0
1.5,53,24,0,0.0
1.5,54,24,0,0.0
1.5,55,24,0,0.0
1.5,56,24,0,0.0
1.5,57,24,0,0.0
1.5,58,24,0,0.0
1.5,59,24,0,0.0
1.5,60,24,0,0.0
1.5,61,24,0,0.0
1.5,62,24,0,0.0
1.5,63,24,0,0.0
1.5,64,24,0,0.0
1.5,65,24,0,0.0
1.5,66,24,0,0.0
1.5,67,24,0,0.0
1.5,68,24,0,0.0
1.5,69,24,0,0.0
1.5,70,24,0,0.0
1.5,71,24,0,0.0
1.5,72,24,0,0.0
1.5,73,24,0,0.0
1.5,74,24,0,0.0
1.5,75,24,0,0.0
1.5,76,24,0,0.0
1.5,77,24,0,0.0
1.5,78,24,0,0.0
1.5,79,24,0,0.0
1.5,80,24,0,0.0
1.5,81,24,0,0.0
1.5,82,24,0,0.0
1.5,83,24,0,0.0
1.5,84,24,0,0.0
1.5,85,24,0,0.0
1.5,86,24,0,0.0
1.5,87,24,0,0.0
1.5,88,24,0,0.0
1.5,89,24,0,0.0
1.5,90,24,0,0.0
1.5,91,24,0,0.0
1.5,92,24,0,0.0
1.5,93,24,0,0.0
1.5,94,24,0,0.0
1.5,95,24,0,0.0
1.5,96,24,0,0.0
1.5,97,24,0,0.0
1.5,98,24,0,0.0
1.5,99,24,2,0.08333333333333333
1.5,100,22,0,0.0
2.0,0,24,0,0.0
2.0,1,24,0,0.0
2.0,2,24,0,0.0
2.0,3,24,0,0.0
2.0,4,24,0,0.0
2.0,5,24,0,0.0
2.0,6,24,0,0.0
2.0,7,24,0,0.0
2.0,8,24,0,0.0
2.0,9,24,0,0.0
2.0,10,24,0,0.0
2.0,11,24,0,0.0
2.0,12,24,0,0.0
2.0,13,24,0,0.0
2.0,14,24,0,0.0
2.0,15,24,0,0.0
2.0,16,24,0,0.0
2.0,17,24,0,0.0
2.0,18,24,0,0.0
2.0,19,24,0,0.0
2.0,20,24,0,0.0
2.0,21,24,0,0.0
2.0,22,24,0,0.0
2.0,23,24,0,0.0
2.0,24,24,0,0.0
2.0,25,24,0,0.0
2.0,26,24,0,0.0
2.0,27,24,0,0.0
2.0,28,24,0,0.0
2.0,29,24,0,0.0
2.0,30,24,0,0.0
2.0,31,24,0,0.0
2.0,32,24,0,0.0
2.0,33,24,0,0.0
2.0,34,24,0,0.0
2.0,35,24,0,0.0
2.0,36,24,0,0.0
2.0,37,24,0,0.0
2.0,38,24,0,0.0
2.0,39,24,0,0.0
2.0,40,24,0,0.0
2.0,41,24,0,0.0
2.0,42,24,0,0.0
2.0,43,24,0,0.0
2.0,44,24,0,0.0
2.0,45,24,0,0.0
2.0,46,24,0,0.0
2.0,47,24,0,0.0
2.0,48,24,0,0.0
2.0,49,24,0,0.0
2.0,50,24,0,0.0
2.0,51,24,0,0.0
2.0,52,24,0,0.0
2.0,53,24,0,0.0
2.0,54,24,0,0.0
2.0,55,24,0,0.0
2.0,56,24,0,0.0
2.0,57,24,0,0.0
2.0,58,24,0,0.0
2.0,59,24,0,0.0
2.0,60,24,0,0.0
2.0,61,24,0,0.0
2.0,62,24,0,0.0
2.0,63,24,0,0.0
2.0,64,24,0,0.0
2.0,65,24,0,0.0
2.0,66,24,0,0.0
2.0,67,24,0,0.0
2.0,68,24,0,0.0
2.0,69,24,0,0.0
2.0,70,24,0,0.0
2.0,71,24,0,0.0
2.0,72,24,0,0.0
2.0,73,24,0,0.0
2.0,74,24,0,0.0
2.0,75,24,0,0.0
2.0,76,24,0,0.0
2.0,77,24,0,0.0
2.0,78,24,0,0.0
2.0,79,24,0,0.0
2.0,80,24,0,0.0
2.0,81,24,0,0.0
2.0,82,24,0,0.0
2.0,83,24,0,0.0
2.0,84,24,0,0.0
2.0,85,24,0,0.0
2.0,86,24,0,0.0
2.0,87,24,0,0.0
2.0,88,24,0,0.0
2.0,89,24,0,0.0
2.0,90,24,0,0.0
2.0,91,24,0,0.0
2.0,92,24,0,0.0
2.0,93,24,0,0.0
2.0,94,24,0,0.0
2.0,95,24,0,0.0
2.0,96,24,0,0.0
2.0,97,24,0,0.0
2.0,98,24,2,0.08333333333333333
2.0,99,22,6,0.2727272727272727
2.0,100,16,0,0.0
2.5,0,24,0,0.0
2.5,1,24,0,0.0
2.5,2,24,0,0.0
2.5,3,24,0,0.0
2.5,4,24,0,0.0
2.5,5,24,0,0.0
2.5,6,24,0,0.0
2.5,7,24,0,0.0
2.5,8,24,0,0.0
2.5,9,24,0,0.0
2.5,10,24,0,0.0
2.5,11,24,0,0.0
2.5,12,24,0,0.0
2.5,13,24,0,0.0
2.5,14,24,0,0.0
2.5,15,24,0,0.0
2.5,16,24,0,0.0
2.5,17,24,0,0.0
2.5,18,24,0,0.0
2.5,19,24,0,0.0
2.5,20,24,0,0.0
2.5,21,24,0,0.0
2.5,22,24,0,0.0
2.5,23,24,0,0.0
2.5,24,24,0,0.0
2.5,25,24,0,0.0
2.5,26,24,0,0.0
2.5,27,24,0,0.0
2.5,28,24,0,0.0
2.5,29,24,0,0.0
2.5,30,24,0,0.0
2.5,31,24,0,0.0
2.5,32,24,0,0.0
2.5,33,24,0,0.0
2.5,34,24,0,0.0
2.5,35,24,0,0.0
2.5,36,24,0,0.0
2.5,37,24,0,0.0
2.5,38,24,0,0.0
2.5,39,24,0,0.0
2.5,40,24,0,0.0
2.5,41,24,0,0.0
2.5,42,24,0,0.0
2.5,43,24,0,0.0
2.5,44,24,0,0.0
2.5,45,24,0,0.0
2.5,46,24,0,0.0
2.5,47,24,0,0.0
2.5,48,24,0,0.0
2.5,49,24,0,0.0
2.5,50,24,0,0.0
2.5,51,24,0,0.0
2.5,52,24,0,0.0
2.5,53,24,0,0.0
2.5,54,24,0,0.0
2.5,55,24,0,0.0
2.5,56,24,0,0.0
2.5,57,24,0,0.0
2.5,58,24,0,0.0
2.5,59,24,0,0.0
2.5,60,24,0,0.0
2.5,61,24,0,0.0
2.5,62,24,0,0.0
2.5,63,24,0,0.0
2.5,64,24,0,0.0
2.5,65,24,0,0.0
2.5,66,24,0,0.0
2.5,67,24,0,0.0
2.5,68,24,0,0.0
2.5,69,24,0,0.0
2.5,70,24,0,0.0
2.5,71,24,0,0.0
2.5,72,24,0,0.0
2.5,73,24,0,0.0
2.5,74,24,0,0.0
2.5,75,24,0,0.0
2.5,76,24,0,0.0
2.5,77,24,0,0.0
2.5,78,24,0,0.0
2.5,79,24,0,0.0
2.5,80,24,0,0.0
2.5,81,24,0,0.0
2.5,82,24,0,0.0
2.5,83,24,0,0.0
2.5,84,24,0,0.0
2.5,85,24,0,0.0
2.5,86,24,0,0.0
2.5,87,24,0,0.0
2.5,88,24,0,0.0
2.5,89,24,0,0.0
2.5,90,24,0,0.0
2.5,91,24,0,0.0
2.5,92,24,0,0.0
2.5,93,24,0,0.0
2.5,94,24,1,0.041666666666666664
2.5,95,23,1,0.043478260869565216
2.5,96,22,3,0.13636363636363635
2.5,97,19,5,0.2631578947368421
2.5,98,14,7,0.5
2.5,99,7,5,0.7142857142857143
2.5,100,2,0,0.0
3.0,0,24,0,0.0
3.0,1,24,0,0.0
3.0,2,24,0,0.0
3.0,3,24,0,0.0
3.0,4,24,0,0.0
3.0,5,24,0,0.0
3.0,6,24,0,0.0
3.0,7,24,0,0.0
3.0,8,24,0,0.0
3.0,9,24,0,0.0
3.0,10,24,0,0.0
3.0,11,24,0,0.0
3.0,12,24,0,0.0
3.0,13,24,0,0.0
3.0,14,24,0,0.0
3.0,15,24,0,0.0
3.0,16,24,0,0.0
3.0,17,24,0,0.0
3.0,18,24,0,0.0
3.0,19,24,0,0.0
3.0,20,24,0,0.0
3.0,21,24,0,0.0
3.0,22,24,0,0.0
3.0,23,24,0,0.0
3.0,24,24,0,0.0
3.0,25,24,0,0.0
3.0,26,24,0,0.0
3.0,27,24,0,0.0
3.0,28,24,0,0.0
3.0,29,24,0,0.0
3.0,30,24,0,0.0
3.0,31,24,0,0.0
3.0,32,24,0,0.0
3.0,33,24,0,0.0
3.0,34,24,0,0.0
3.0,35,24,0,0.0
3.0,36,24,0,0.0
3.0,37,24,0,0.0
3.0,38,24,0,0.0
3.0,39,24,0,0.0
3.0,40,24,0,0.0
3.0,41,24,0,0.0
3.0,42,24,0,0.0
3.0,43,24,0,0.0
3.0,44,24,0,0.0
3.0,45,24,0,0.0
3.0,46,24,0,0.0
3.0,47,24,0,0.0
3.0,48,24,0,0.0
3.0,49,24,0,0.0
3.0,50,24,0,0.0
3.0,51,24,0,0.0
3.0,52,24,0,0.0
3.0,53,24,0,0.0
3.0,54,24,0,0.0
3.0,55,24,0,0.0
3.0,56,24,0,0.0
3.0,57,24,0,0.0
3.0,58,24,0,0.0
3.0,59,24,0,0.0
3.0,60,24,0,0.0
3.0,61,24,0,0.0
3.0,62,24,0,0.0
3.0,63,24,0,0.0
3.0,64,24,0,0.0
3.0,65,24,0,0.0
3.0,66,24,0,0.0
3.0,67,24,0,0.0
3.0,68,24,0,0.0
3.0,69,24,0,0.0
3.0,70,24,0,0.0
3.0,71,24,0,0.0
3.0,72,24,0,0.0
3.0,73,24,0,0.0
3.0,74,24,0,0.0
3.0,75,24,0,0.0
3.0,76,24,0,0.0
3.0,77,24,0,0.0
3.0,78,24,0,0.0
3.0,79,24,0,0.0
3.0,80,24,0,0.0
3.0,81,24,0,0.0
3.0,82,24,0,0.0
3.0,83,24,0,0.0
3.0,84,24,0,0.0
3.0,85,24,0,0.0
3.0,86,24,0,0.0
3.0,87,24,0,0.0
3.0,88,24,0,0.0
3.0,89,24,0,0.0
3.0,90,24,0,0.0
3.0,91,24,0,0.0
3.0,92,24,0,0.0
3.0,93,24,1,0.041666666666666664
3.0,94,23,3,0.13043478260869565
3.0,95,20,2,0.1
3.0,96,18,9,0.5
3.0,97,9,5,0.5555555555555556
3.0,98,4,3,0.75
3.0,99,1,1,1.0
3.5,0,24,0,0.0
3.5,1,24,0,0.0
3.5,2,24,0,0.0
3.5,3,24,0,0.0
3.5,4,24,0,0.0
3.5,5,24,0,0.0
3.5,6,24,0,0.0
3.5,7,24,0,0.0
3.5,8,24,0,0.0
3.5,9,24,0,0.0
3.5,10,24,0,0.0
3.5,11,24,0,0.0
3.5,12,24,0,0.0
3.5,13,24,0,0.0
3.5,14,24,0,0.0
3.5,15,24,0,0.0
3.5,16,24,0,0.0
3.5,17,24,0,0.0
3.5,18,24,0,0.0
3.5,19,24,0,0.0
3.5,20,24,0,0.0
3.5,21,24,0,0.0
3.5,22,24,0,0.0
3.5,23,24,0,0.0
3.5,24,24,0,0.0
3.5,25,24,0,0.0
3.5,26,24,0,0.0
3.5,27,24,0,0.0
3.5,28,24,0,0.0
3.5,29,24,0,0.0
3.5,30,24,0,0.0
3.5,31,24,0,0.0
3.5,32,24,0,0.0
3.5,33,24,0,0.0
3.5,34,24,0,0.0
3.5,35,24,0,0.0
3.5,36,24,0,0.0
3.5,37,24,0,0.0
3.5,38,24,0,0.0
3.5,39,24,0,0.0
3.5,40,24,0,0.0
3.5,41,24,0,0.0
3.5,42,24,0,0.0
3.5,43,24,0,0.0
3.5,44,24,0,0.0
3.5,45,24,0,0.0
3.5,46,24,0,0.0
3.5,47,24,0,0.0
3.5,48,24,0,0.0
3.5,49,24,0,0.0
3.5,50,24,0,0.0
3.5,51,24,0,0.0
3.5,52,24,0,0.0
3.5,53,24,0,0.0
3.5,54,24,0,0.0
3.5,55,24,0,0.0
3.5,56,24,0,0.0
3.5,57,24,0,0.0
3.5,58,24,0,0.0
3.5,59,24,0,0.0
3.5,60,24,0,0.0
3.5,61,24,0,0.0
3.5,62,24,0,0.0
3.5,63,24,0,0.0
3.5,64,24,0,0.0
3.5,65,24,0,0.0
3.5,66,24,0,0.0
3.5,67,24,0,0.0
3.5,68,24,0,0.0
3.5,69,24,0,0.0
3.5,70,24,0,0.0
3.5,71,24,0,0.0
3.5,72,24,0,0.0
3.5,73,24,0,0.0
3.5,74,24,0,0.0
3.5,75,24,0,0.0
3.5,76,24,0,0.0
3.5,77,24,0,0.0
3.5,78,24,0,0.0
3.5,79,24,0,0.0
3.5,80,24,0,0.0
3.5,81,24,0,0.0
3.5,82,24,0,0.0
3.5,83,24,0,0.0
3.5,84,24,0,0.0
3.5,85,24,0,0.0
3.5,86,24,0,0.0
3.5,87,24,0,0.0
3.5,88,24,0,0.0
3.5,89,24,0,0.0
3.5,90,24,1,0.041666666666666664
3.5,91,23,0,0.0
3.5,92,23,1,0.043478260869565216
3.5,93,22,7,0.3181818181818182
3.5,94,15,4,0.26666666666666666
3.5,95,11,5,0.45454545454545453
3.5,96,6,4,0.6666666666666666
3.5,97,2,2,1.0
4.0,0,24,0,0.0
4.0,1,24,0,0.0
4.0,2,24,0,0.0
4.0,3,24,0,0.0
4.0,4,24,0,0.0
4.0,5,24,0,0.0
4.0,6,24,0,0.0
4.0,7,24,0,0.0
4.0,8,24,0,0.0
4.0,9,24,0,0.0
4.0,10,24,0,0.0
4.0,11,24,0,0.0
4.0,12,24,0,0.0
4.0,13,24,0,0.0
4.0,14,24,0,0.0
4.0,15,24,0,0.0
4.0,16,24,0,0.0
4.0,17,24,0,0.0
4.0,18,24,0,0.0
4.0,19,24,0,0.0
4.0,20,24,0,0.0
4.0,21,24,0,0.0
4.0,22,24,0,0.0
4.0,23,24,0,0.0
4.0,24,24,0,0.0
4.0,25,24,0,0.0
4.0,26,24,0,0.0
4.0,27,24,0,0.0
4.0,28,24,0,0.0
4.0,29,24,0,0.0
4.0,30,24,0,0.0
4.0,31,24,0,0.0
4.0,32,24,0,0.0
4.0,33,24,0,0.0
4.0,34,24,0,0.0
4.0,35,24,0,0.0
4.0,36,24,0,0.0
4.0,37,24,0,0.0
4.0,38,24,0,0.0
4.0,39,24,0,0.0
4.0,40,24,0,0.0
4.0,41,24,0,0.0
4.0,42,24,0,0.0
4.0,43,24,0,0.0
4.0,44,24,0,0.0
4.0,45,24,0,0.0
4.0,46,24,0,0.0
4.0,47,24,0,0.0
4.0,48,24,0,0.0
4.0,49,24,0,0.0
4.0,50,24,0,0.0
4.0,51,24,0,0.0
4.0,52,24,0,0.0
4.0,53,24,0,0.0
4.0,54,24,0,0.0
4.0,55,24,0,0.0
4.0,56,24,0,0.0
4.0,57,24,0,0.0
4.0,58,24,0,0.0
4.0,59,24,0,0.0
4.0,60,24,0,0.0
4.0,61,24,0,0.0
4.0,62,24,0,0.0
4.0,63,24,0,0.0
4.0,64,24,0,0.0
4.0,65,24,0,0.0
4.0,66,24,0,0.0
4.0,67,24,0,0.0
4.0,68,24,0,0.0
4.0,69,24,0,0.0
4.0,70,24,0,0.0
4.0,71,24,0,0.0
4.0,72,24,0,0.0
4.0,73,24,0,0.0
4.0,74,24,0,0.0
4.0,75,24,0,0.0
4.0,76,24,0,0.0
4.0,77,24,0,0.0
4.0,78,24,0,0.0
4.0,79,24,0,0.0
4.0,80,24,0,0.0
4.0,81,24,0,0.0
4.0,82,24,0,0.0
4.0,83,24,0,0.0
4.0,84,24,0,0.0
4.0,85,24,0,0.0
4.0,86,24,0,0.0
4.0,87,24,0,0.0
4.0,88,24,0,0.0
4.0,89,24,0,0.0
4.0,90,24,4,0.16666666666666666
4.0,91,20,2,0.1
4.0,92,18,7,0.3888888888888889
4.0,93,11,8,0.7272727272727273
4.0,94,3,2,0.6666666666666666
4.0,95,1,0,0.0
4.0,96,1,1,1.0
4.5,0,24,0,0.0
4.5,1,24,0,0.0
4.5,2,24,0,0.0
4.5,3,24,0,0.0
4.5,4,24,0,0.0
4.5,5,24,0,0.0
4.5,6,24,0,0.0
4.5,7,24,0,0.0
4.5,8,24,0,0.0
4.5,9,24,0,0.0
4.5,10,24,0,0.0
4.5,11,24,0,0.0
4.5,12,24,0,0.0
4.5,13,24,0,0.0
4.5,14,24,0,0.0
4.5,15,24,0,0.0
4.5,16,24,0,0.0
4.5,17,24,0,0.0
4.5,18,24,0,0.0
4.5,19,24,0,0.0
4.5,20,24,0,0.0
4.5,21,24,0,0.0
4.5,22,24,0,0.0
4.5,23,24,0,0.0
4.5,24,24,0,0.0
4.5,25,24,0,0.0
4.5,26,24,0,0.0
4.5,27,24,0,0.0
4.5,28,24,0,0.0
4.5,29,24,0,0.0
4.5,30,24,0,0.0
4.5,31,24,0,0.0
4.5,32,24,0,0.0
4.5,33,24,0,0.0
4.5,34,24,0,0.0
4.5,35,24,0,0.0
4.5,36,24,0,0.0
4.5,37,24,0,0.0
4.5,38,24,0,0.0
4.5,39,24,0,0.0
4.5,40,24,0,0.0
4.5,41,24,0,0.0
4.5,42,24,0,0.0
4.5,43,24,0,0.0
4.5,44,24,0,0.0
4.5,45,24,0,0.0
4.5,46,24,0,0.0
4.5,47,24,0,0.0
4.5,48,24,0,0.0
4.5,49,24,0,0.0
4.5,50,24,0,0.0
4.5,51,24,0,0.0
4.5,52,24,0,0.0
4.5,53,24,0,0.0
4.5,54,24,0,0.0
4.5,55,24,0,0.0
4.5,56,24,0,0.0
4.5,57,24,0,0.0
4.5,58,24,0,0.0
4.5,59,24,0,0.0
4.5,60,24,0,0.0
4.5,61,24,0,0.0
4.5,62,24,0,0.0
4.5,63,24,0,0.0
4.5,64,24,0,0.0
4.5,65,24,0,0.0
4.5,66,24,0,0.0
4.5,67,24,0,0.0
4.5,68,24,0,0.0
4.5,69,24,0,0.0
4.5,70,24,0,0.0
4.5,71,24,0,0.0
4.5,72,24,0,0.0
4.5,73,24,0,0.0
4.5,74,24,0,0.0
4.5,75,24,0,0.0
4.5,76,24,0,0.0
4.5,77,24,0,0.0
4.5,78,24,0,0.0
4.5,79,24,0,0.0
4.5,80,24,0,0.0
4.5,81,24,0,0.0
4.5,82,24,0,0.0
4.5,83,24,0,0.0
4.5,84,24,0,0.0
4.5,85,24,0,0.0
4.5,86,24,0,0.0
4.5,87,24,0,0.0
4.5,88,24,0,0.0
4.5,89,24,4,0.16666666666666666
4.5,90,20,5,0.25
4.5,91,15,4,0.26666666666666666
4.5,92,11,3,0.2727272727272727
4.5,93,8,6,0.75
4.5,94,2,1,0.5
4.5,95,1,1,1.0
5.0,0,24,0,0.0
5.0,1,24,0,0.0
5.0,2,24,0,0.0
5.0,3,24,0,0.0
5.0,4,24,0,0.0
5.0,5,24,0,0.0
5.0,6,24,0,0.0
5.0,7,24,0,0.0
5.0,8,24,0,0.0
5.0,9,24,0,0.0
5.0,10,24,0,0.0
5.0,11,24,0,0.0
5.0,12,24,0,0.0
5.0,13,24,0,0.0
5.0,14,24,0,0.0
5.0,15,24,0,0.0
5.0,16,24,0,0.0
5.0,17,24,0,0.0
5.0,18,24,0,0.0
5.0,19,24,0,0.0
5.0,20,24,0,0.0
5.0,21,24,0,0.0
5.0,22,24,0,0.0
5.0,23,24,0,0.0
5.0,24,24,0,0.0
5.0,25,24,0,0.0
5.0,26,24,0,0.0
5.0,27,24,0,0.0
5.0,28,24,0,0.0
5.0,29,24,0,0.0
5.0,30,24,0,0.0
5.0,31,24,0,0.0
5.0,32,24,0,0.0
5.0,33,24,0,0.0
5.0,34,24,0,0.0
5.0,35,24,0,0.0
5.0,36,24,0,0.0
5.0,37,24,0,0.0
5.0,38,24,0,0.0
5.0,39,24,0,0.0
5.0,40,24,0,0.0
5.0,41,24,0,0.0
5.0,42,24,0,0.0
5.0,43,24,0,0.0
5.0,44,24,0,0.0
5.0,45,24,0,0.0
5.0,46,24,0,0.0
5.0,47,24,0,0.0
5.0,48,24,0,0.0
5.0,49,24,0,0.0
5.0,50,24,0,0.0
5.0,51,24,0,0.0
5.0,52,24,0,0.0
5.0,53,24,0,0.0
5.0,54,24,0,0.0
5.0,55,24,0,0.0
5.0,56,24,0,0.0
5.0,57,24,0,0.0
5.0,58,24,0,0.0
5.0,59,24,0,0.0
5.0,60,24,0,0.0
5.0,61,24,0,0.0
5.0,62,24,0,0.0
5.0,63,24,0,0.0
5.0,64,24,0,0.0
5.0,65,24,0,0.0
5.0,66,24,0,0.0
5.0,67,24,0,0.0
5.0,68,24,0,0.0
5.0,69,24,0,0.0
5.0,70,24,0,0.0
5.0,71,24,0,0.0
5.0,72,24,0,0.0
5.0,73,24,0,0.0
5.0,74,24,0,0.0
5.0,75,24,0,0.0
5.0,76,24,0,0.0
5.0,77,24,0,0.0
5.0,78,24,0,0.0
5.0,79,24,0,0.0
5.0,80,24,0,0.0
5.0,81,24,0,0.0
5.0,82,24,0,0.0
5.0,83,24,0,0.0
5.0,84,24,0,0.0
5.0,85,24,0,0.0
5.0,86,24,2,0.08333333333333333
5.0,87,22,0,0.0
5.0,88,22,4,0.18181818181818182
5.0,89,18,1,0.05555555555555555
5.0,90,17,7,0.4117647058823529
5.0,91,10,4,0.4
5.0,92,6,4,0.6666666666666666
5.0,93,2,2,1.0
